641,0.0055164
642,0.0053836
643,0.0052177
644,0.0049881
645,0.0048639
646,0.0046215
647,0.004437
648,0.0043258
649,0.0042032
650,0.0040367
651,0.0038667
652,0.0037287
653,0.0035195
654,0.0033511
655,0.0033364
656,0.0032043
657,0.0030987
658,0.002976
659,0.002918
660,0.0028176
661,0.0027183
662,0.0026531
663,0.0025318
664,0.0025466
665,0.0024557
666,0.0024201
667,0.0023616
668,0.0023202
669,0.0022846
670,0.0022255
671,0.0021975
672,0.0021221
673,0.0021151
674,0.0021077
675,0.0020511
676,0.0020156
677,0.0020362
678,0.0020116
679,0.0019707
680,0.0019514
681,0.0019555
682,0.0019131
683,0.0018955
684,0.0018719
685,0.0018438
686,0.0017606
687,0.0017618
688,0.0017147
689,0.0016417
690,0.0015676
691,0.0015011
692,0.0014552
693,0.0014477
694,0.001327
695,0.0012877
696,0.0012594
697,0.0012104
698,0.0011263
699,0.0010757
700,0.0010746
701,0.0010191
702,0.00096229
703,0.00095231
704,0.00091991
705,0.00087268
706,0.00087259
707,0.0008556
708,0.00082784
709,0.00077091
710,0.00076722
711,0.00073335
712,0.0007084
713,0.00066745
714,0.00066011
715,0.00063265
716,0.00060014
717,0.00058078
718,0.00057498
719,0.00053377
720,0.00054563
721,0.00051154
722,0.00044483
723,0.00047952
724,0.00040985
725,0.00041858
726,0.00040467
727,0.00038533
728,0.00038139
729,0.00036858
730,0.00036847
731,0.0003113
732,0.000319
733,0.00031171
734,0.00028319
735,0.00028842
736,0.00028028
737,0.00028046
738,0.00027999
739,0.00025389
740,0.0002565
741,0.00025844
742,0.00023487
743,0.00023889
744,0.00020344
745,0.00022077
746,0.00019951
747,0.00020858
748,0.00018709
749,0.00019172
750,0.00017628
751,0.00018438
752,0.00016637
753,0.00020062
754,0.00014973
755,0.0001478
756,0.00014328
757,0.00014865
758,0.00013919
759,0.00013185
760,0.0001455
761,0.00011493
762,0.00012472
763,0.00014131
764,0.000114
765,0.00011316
766,0.00013479
767,0.00012402
768,9.29E-05
769,9.12E-05
770,0.00010362
771,9.81E-05
772,6.16E-05
773,9.86E-05
774,9.10E-05
775,7.88E-05
776,7.53E-05
777,6.24E-05
778,7.39E-05
779,7.21E-05
780,4.89E-05
781,7.63E-05
782,5.30E-05
783,7.84E-05
784,6.96E-05
785,7.47E-05
786,6.58E-05
787,4.37E-05
788,5.38E-05
789,6.98E-05
790,4.34E-05
791,1.20E-05
792,4.45E-05
793,6.22E-05
794,4.60E-05
795,2.51E-05
796,3.62E-05
797,3.18E-05
798,3.19E-05
799,5.85E-05
800,2.05E-05
801,4.65E-05
802,2.63E-05
803,1.53E-06
804,4.29E-05
805,3.42E-05
806,3.43E-05
807,3.04E-05
808,1.80E-05
809,2.54E-05
810,1.66E-05
811,2.45E-05
812,1.90E-05
813,3.19E-05
814,2.46E-05
815,1.81E-05
816,4.10E-05
817,3.95E-05
818,2.88E-05
819,3.79E-05
820,0
821,2.89E-05
822,5.07E-05
823,9.39E-06
824,6.32E-06
825,7.57E-06
826,1.81E-05
827,1.68E-05
828,2.23E-05
829,7.40E-06
830,0
831,1.15E-05
832,1.17E-05
833,3.25E-05
834,1.98E-05
835,1.38E-05
836,3.26E-05
837,2.21E-05
838,1.59E-05
839,2.67E-05
840,1.81E-05
841,2.48E-05
842,2.99E-05
843,9.49E-06
844,2.88E-05
845,3.64E-05
846,2.14E-05
847,5.18E-06
848,3.23E-05
849,3.14E-05
850,2.08E-05
851,2.72E-05
852,1.15E-05
853,1.51E-05
854,2.29E-05
855,2.69E-05
856,2.92E-05
857,1.95E-05
858,3.80E-05
859,2.23E-06
860,1.54E-05
861,4.78E-06
862,6.78E-08
863,6.58E-06
864,8.39E-06
865,1.28E-05
866,5.73E-05
867,4.84E-06
868,1.78E-05
869,3.81E-06
870,3.52E-05
871,2.34E-05
872,8.44E-06
873,1.39E-05
874,6.10E-06
875,6.33E-06
876,1.48E-05
877,5.58E-06
878,9.54E-06
879,2.42E-05
880,1.65E-05
881,3.94E-06
882,5.36E-06
883,3.76E-05
884,1.52E-05
885,2.71E-05
886,0
887,5.79E-06
888,2.28E-05
889,1.15E-05
890,0
891,1.77E-05
892,1.28E-05
893,2.49E-05
894,1.05E-05
895,2.12E-05
896,0
897,1.63E-05
898,0
899,1.45E-06
900,6.22E-07
901,3.54E-07
902,5.92E-06
903,0
904,3.57E-05
905,3.91E-05
906,0
907,9.09E-06
908,9.42E-06
909,1.79E-06
910,6.76E-06
911,0
912,3.89E-05
913,0
914,2.01E-05
915,1.03E-05
916,1.17E-05
917,7.73E-06
918,1.87E-05
919,2.92E-05
920,3.82E-05
921,0
922,0
923,0
924,3.00E-05
925,1.23E-05
926,3.53E-06
927,0
928,1.14E-05
929,2.09E-05
930,0
931,3.62E-05
932,0
933,0
934,0
935,2.44E-06
936,1.43E-05
937,4.03E-06
938,0
939,1.07E-06
940,1.76E-06
941,3.35E-06
942,0
943,1.78E-05
944,1.57E-05
945,0
946,9.71E-07
947,2.65E-05
948,0.00010429
949,2.22E-06
950,2.97E-05
951,6.77E-06
952,0
953,6.89E-05
954,0
955,0
956,0
957,2.17E-05
958,2.67E-05
959,4.43E-05
960,4.76E-06
961,4.61E-05
962,1.72E-05
963,0
964,2.66E-05
965,6.34E-05
966,5.30E-06
967,0
968,0
969,4.35E-05
970,0
971,6.62E-06
972,4.41E-05
973,4.39E-06
974,6.89E-05
975,3.48E-05
976,1.22E-05
977,0
978,2.44E-05
979,0.00012517
980,3.41E-06
981,4.26E-05
982,2.38E-05
983,0
984,0
985,0
986,0
987,9.86E-05
988,6.15E-05
989,0
990,6.29E-06
991,4.69E-05
992,1.22E-05
993,0
994,0
995,4.98E-05
996,2.62E-05
997,1.00E-05
998,9.57E-05
999,4.70E-05
1000,1.36E-06
