350,0
351,0.0001105
352,0.0001609
353,0
354,0
355,1.96E-05
356,4.88E-05
357,0
358,3.45E-05
359,1.91E-05
360,0
361,4.69E-05
362,0
363,0
364,3.64E-05
365,1.09E-05
366,0
367,8.25E-06
368,3.14E-05
369,0
370,1.77E-05
371,2.32E-06
372,0
373,9.08E-06
374,2.39E-05
375,2.24E-05
376,4.65E-06
377,2.43E-05
378,2.05E-06
379,6.56E-06
380,1.68E-05
381,4.10E-06
382,0
383,3.14E-05
384,1.71E-05
385,2.99E-05
386,7.44E-06
387,3.05E-05
388,3.30E-05
389,1.87E-05
390,4.23E-05
391,4.76E-05
392,2.30E-05
393,4.79E-05
394,6.93E-05
395,3.30E-05
396,6.03E-05
397,6.54E-05
398,4.54E-05
399,8.63E-05
400,5.81E-05
401,6.59E-05
402,7.98E-05
403,7.73E-05
404,7.12E-05
405,7.84E-05
406,8.92E-05
407,9.93E-05
408,8.42E-05
409,8.36E-05
410,0.00012188
411,0.00012364
412,0.00011513
413,0.00012153
414,0.00016532
415,0.00015432
416,0.00015249
417,0.00018659
418,0.00017863
419,0.00019069
420,0.00020561
421,0.00021295
422,0.00023629
423,0.00024761
424,0.00027115
425,0.00029242
426,0.00031052
427,0.0003254
428,0.00036893
429,0.00039608
430,0.00045256
431,0.00046801
432,0.00057021
433,0.00067963
434,0.00079555
435,0.00092446
436,0.0011791
437,0.0014646
438,0.0018627
439,0.0023488
440,0.0029601
441,0.0038079
442,0.0047395
443,0.0059096
444,0.0070803
445,0.0085176
446,0.010002
447,0.011634
448,0.013379
449,0.015038
450,0.016618
451,0.018284
452,0.019538
453,0.020942
454,0.021833
455,0.022614
456,0.022952
457,0.022686
458,0.022345
459,0.02191
460,0.021091
461,0.020265
462,0.019104
463,0.017759
464,0.016685
465,0.015554
466,0.01461
467,0.013635
468,0.012732
469,0.011923
470,0.011227
471,0.010517
472,0.0098326
473,0.0092635
474,0.0086633
475,0.0081716
476,0.0076562
477,0.0072411
478,0.0067794
479,0.0064631
480,0.0062271
481,0.0059413
482,0.0056544
483,0.005445
484,0.0051669
485,0.0049683
486,0.0048562
487,0.0046866
488,0.0045131
489,0.0043553
490,0.0041462
491,0.0040483
492,0.0038077
493,0.0036723
494,0.003529
495,0.0033757
496,0.0033064
497,0.0031337
498,0.0030361
499,0.0029393
500,0.0029042
501,0.0028489
502,0.0028094
503,0.0028592
504,0.0029405
505,0.0029829
506,0.0031013
507,0.0033285
508,0.0034166
509,0.0036373
510,0.0038262
511,0.0041151
512,0.0043457
513,0.0047394
514,0.0050528
515,0.0053908
516,0.0057243
517,0.0061472
518,0.0064584
519,0.0067646
520,0.0070839
521,0.007529
522,0.0078351
523,0.0081988
524,0.0085803
525,0.0088585
526,0.009259
527,0.0094823
528,0.0096508
529,0.0098407
530,0.0098366
531,0.0099209
532,0.010129
533,0.010249
534,0.010346
535,0.010434
536,0.010712
537,0.010893
538,0.01129
539,0.011487
540,0.011754
541,0.01196
542,0.012185
543,0.012393
544,0.012563
545,0.01265
546,0.012784
547,0.012947
548,0.01294
549,0.012926
550,0.012944
551,0.013015
552,0.012923
553,0.01283
554,0.012721
555,0.012604
556,0.012405
557,0.012289
558,0.012183
559,0.011941
560,0.011929
561,0.011833
562,0.011791
563,0.011632
564,0.011447
565,0.011622
566,0.011259
567,0.011027
568,0.010835
569,0.010556
570,0.010209
571,0.0099176
572,0.0095643
573,0.0092072
574,0.0089266
575,0.0084631
576,0.0082104
577,0.0079855
578,0.0076212
579,0.0073147
580,0.0071455
581,0.0068248
582,0.0067587
583,0.0066154
584,0.0063509
585,0.0062617
586,0.0061927
587,0.0060286
588,0.0059923
589,0.0058925
590,0.0058304
591,0.005792
592,0.0057602
593,0.0057872
594,0.0057109
595,0.0056894
596,0.0056903
597,0.005699
598,0.0056961
599,0.0057472
600,0.0057855
601,0.0058833
602,0.0059366
603,0.0061433
604,0.0062254
605,0.0063603
606,0.0064839
607,0.0066376
608,0.0068225
609,0.0071177
610,0.0073335
611,0.007613
612,0.0078191
613,0.0081503
614,0.008332
615,0.0085178
616,0.0086878
617,0.0089285
618,0.0090722
619,0.0092228
620,0.0092885
621,0.0092399
622,0.0091834
623,0.0092554
624,0.0091003
625,0.008928
626,0.0087481
627,0.00858
628,0.0083496
629,0.0081305
630,0.0077999
631,0.0076008
632,0.0074184
633,0.007144
634,0.0069649
635,0.0066758
636,0.0065372
637,0.0062793
638,0.0060258
639,0.0057954
640,0.0057046
