564,0.0029866,1.83E-05,0.0029088,1.35E-05
565,0.0029323,1.93E-05,0.002872,1.36E-05
566,0.0028775,2.14E-05,0.0028308,1.19E-05
567,0.0028381,2.50E-05,0.0027817,1.46E-05
568,0.0028046,2.66E-05,0.0027146,1.23E-05
569,0.002737,2.55E-05,0.0026507,8.20E-06
570,0.0026624,3.18E-05,0.002592,1.53E-05
571,0.0026067,3.81E-05,0.0025175,1.19E-05
572,0.0025461,4.30E-05,0.002452,7.55E-06
573,0.0024777,5.17E-05,0.0023875,7.13E-06
574,0.0024309,6.22E-05,0.0023262,1.18E-05
575,0.0023893,8.10E-05,0.0022766,8.43E-06
576,0.002362,0.00010094,0.0022111,7.40E-06
577,0.0022962,0.00012911,0.0021634,8.32E-06
578,0.0022657,0.00015971,0.0020938,5.41E-06
579,0.0022165,0.00020457,0.0020119,1.13E-05
580,0.0021972,0.00024524,0.0019159,8.95E-06
581,0.0021409,0.00029456,0.0018265,6.80E-06
582,0.0021141,0.00035316,0.0017316,7.84E-06
583,0.0021045,0.00041073,0.0016553,9.77E-06
584,0.0020538,0.00048738,0.0015383,5.79E-06
585,0.0020392,0.00055934,0.0014648,9.53E-06
586,0.0020556,0.00064407,0.0013619,9.95E-06
587,0.0020966,0.00074587,0.0012857,7.43E-06
588,0.0021199,0.00084621,0.0012293,7.13E-06
589,0.0021632,0.0009828,0.0011238,1.02E-05
590,0.0021955,0.0011062,0.0010843,7.80E-06
591,0.0023186,0.0012442,0.0010146,1.14E-05
592,0.0023811,0.0013855,0.00093771,7.91E-06
593,0.0024438,0.0015249,0.00085319,1.27E-05
594,0.0025429,0.0016735,0.00080994,3.75E-06
595,0.002608,0.0018055,0.00073934,5.47E-06
596,0.002714,0.0019181,0.00067893,8.43E-06
597,0.0027309,0.0020349,0.00062074,1.19E-05
598,0.0028104,0.0021135,0.00056381,2.69E-06
599,0.0028386,0.002197,0.00050505,1.08E-05
600,0.0028547,0.0022943,0.00045211,1.19E-05
601,0.0028879,0.0023598,0.00040956,9.89E-06
602,0.0029464,0.0024429,0.00036416,4.15E-06
603,0.0029389,0.0025088,0.0003211,1.33E-05
604,0.0030155,0.0025834,0.00028648,1.10E-05
605,0.0030733,0.0026671,0.0002541,1.01E-05
606,0.0030779,0.0027134,0.00022431,6.29E-06
607,0.0030582,0.0027335,0.00020144,1.03E-05
608,0.0030747,0.0027596,0.00016568,5.81E-06
609,0.0030593,0.002759,0.00015056,2.12E-06
610,0.0030574,0.00278,0.00013213,3.56E-06
611,0.0030601,0.0027904,0.00011815,1.34E-05
612,0.003077,0.0027902,0.00010563,1.25E-05
613,0.0030433,0.0027857,9.67E-05,5.34E-06
614,0.0030058,0.0027952,8.32E-05,7.82E-06
615,0.0029582,0.0027525,7.55E-05,9.47E-06
616,0.0029434,0.0027144,7.00E-05,6.01E-06
617,0.0028482,0.0026792,5.81E-05,5.11E-06
618,0.0028165,0.0026407,5.43E-05,4.80E-06
619,0.0027909,0.0026,4.70E-05,8.27E-06
